Customer ID,Recence,Frequence,Montant,Churn
12629.0,201,2,1558.22,1
12631.0,272,5,2841.07,0
12632.0,336,2,804.88,1
12633.0,12,5,5243.7300000000005,0
12634.0,351,2,490.0,1
12635.0,208,2,1241.23,0
12636.0,554,1,141.0,1
12637.0,55,8,4668.06,0
12638.0,455,1,249.8,0
12639.0,54,3,1312.3700000000001,1
12643.0,36,9,6372.1,0
12644.0,246,3,1440.58,0
12645.0,35,6,2563.02,0
12647.0,15,31,15535.04,0
12648.0,253,3,793.95,0
12649.0,28,6,2046.14,0
12651.0,150,4,377.75,1
12652.0,147,2,1017.0300000000001,1
12653.0,112,2,2730.08,0
12654.0,13,3,337.75,0
12655.0,239,1,261.35,1
12656.0,19,5,4016.26,0
12661.0,252,1,162.0,1
12662.0,3,14,4714.84,0
12663.0,440,2,239.4,1
12664.0,48,4,2491.74,0
12665.0,140,3,313.6,1
12666.0,210,1,1248.42,1
12668.0,75,9,10500.35,0
12669.0,64,2,2272.6,0
12670.0,15,4,1790.63,0
12671.0,422,1,2622.481,1
12672.0,145,2,437.05,1
12673.0,142,2,840.4,0
12674.0,23,1,586.74,0
12675.0,369,2,957.25,1
12676.0,6,8,2340.65,0
12677.0,371,2,395.1,1
12678.0,3,15,22544.08,0
12679.0,21,2,906.38,0
12681.0,3,36,24802.06,0
12682.0,8,32,15947.69,0
12683.0,0,16,8244.06,0
12684.0,13,3,917.1,0
12686.0,187,1,89.14,1
12687.0,296,2,2138.91,1
12690.0,21,1,389.01,1
12691.0,134,4,540.8,0
12692.0,453,1,110.95,1
12693.0,27,6,1477.88,0
12694.0,237,1,973.68,0
12695.0,26,4,914.27,0
12696.0,250,2,851.91,1
12698.0,406,1,339.75,1
12699.0,233,1,638.11,1
12700.0,31,1,1092.43,0
12701.0,58,5,1985.78,0
12703.0,449,3,722.98,0
12705.0,17,8,8057.91,0
12707.0,107,1,603.42,1
12708.0,16,13,3742.92,0
12709.0,6,27,25708.37,0
12710.0,17,1,718.96,0
12711.0,427,2,1339.05,1
12712.0,16,16,4594.38,0
12714.0,22,9,11146.77,0
12717.0,61,2,887.6700000000001,0
12720.0,8,15,4347.32,0
12721.0,62,5,2464.77,0
12724.0,148,4,1441.01,0
12725.0,187,4,2266.76,1
12726.0,0,9,2872.8199999999997,0
12727.0,3,8,4499.2300000000005,0
12728.0,73,4,851.15,0
12730.0,337,1,829.25,1
12731.0,28,11,15109.89,0
12733.0,50,4,2424.87,1
12734.0,168,3,639.65,1
12735.0,131,2,779.5699999999999,1
12736.0,148,1,234.0,1
12737.0,314,2,3710.5,1
12738.0,188,1,155.35,1
12739.0,201,2,1713.69,0
12741.0,345,2,406.07,1
12742.0,441,1,1201.52,1
12744.0,64,8,14300.42,0
12745.0,302,3,925.41,1
12746.0,356,1,254.55,1
12747.0,14,21,6793.87,0
12748.0,0,218,30352.64,0
12749.0,29,5,3665.58,0
12751.0,260,1,268.27,1
12753.0,64,4,12940.51,0
12754.0,51,3,3010.74,1
12755.0,96,11,5236.26,1
12757.0,1,6,4445.43,0
12758.0,92,6,8681.84,0
12759.0,91,6,3934.1,0
12760.0,271,1,347.8,1
12761.0,273,2,782.95,1
12763.0,185,1,320.08,0
12764.0,132,1,1693.88,1
12765.0,288,6,1404.58,1
12766.0,56,6,5945.070000000001,0
12767.0,191,1,949.82,1
12768.0,266,1,168.69,1
12769.0,54,1,1143.6,1
12770.0,26,2,3246.45,1
12771.0,301,1,282.3,1
12773.0,380,1,124.25,1
12774.0,351,1,98.7,1
12775.0,5,6,1464.76,0
12776.0,483,1,55.5,1
12777.0,273,1,519.45,1
12778.0,75,6,1361.51,0
12779.0,5,13,5492.16,0
12780.0,414,1,337.4,1
12781.0,100,1,549.26,0
12782.0,69,9,3850.27,0
12784.0,345,1,1230.33,0
12785.0,180,3,1100.4,1
12786.0,425,1,728.5000000000001,1
12787.0,8,2,556.62,0
12788.0,279,4,444.90000000000003,1
12789.0,328,2,181.5,0
12790.0,8,2,591.85,1
12791.0,189,6,863.51,1
12792.0,72,2,827.01,1
12793.0,150,3,885.53,1
12796.0,444,1,381.0,1
12797.0,181,2,552.08,1
12798.0,237,1,1533.89,0
12799.0,345,1,219.35,1
12800.0,286,3,584.25,1
12801.0,316,1,1071.82,1
12802.0,2,7,2416.42,1
12803.0,209,1,1092.81,1
12804.0,281,2,325.37,1
12805.0,197,4,1434.95,1
12806.0,251,4,2878.96,1
12807.0,199,1,330.35,1
12808.0,0,4,574.4,0
12809.0,381,2,1266.63,0
12810.0,350,2,534.99,1
12811.0,76,5,1033.9,1
12813.0,317,3,1687.8,1
12815.0,14,1,615.36,0
12817.0,97,3,690.98,1
12818.0,77,1,1542.08,1
12819.0,274,1,540.52,1
12820.0,142,8,1917.64,0
12821.0,30,2,220.8,1
12823.0,70,16,5736.5,0
12825.0,337,2,518.63,1
12826.0,132,8,2023.13,0
12829.0,152,3,385.3,1
12831.0,78,3,451.11,1
12834.0,98,1,312.38,1
12835.0,243,41,5996.83,1
12836.0,35,13,5610.77,0
12837.0,385,1,528.5600000000001,0
12838.0,189,9,2694.75,0
12839.0,14,16,5473.59,0
12840.0,30,5,2893.17,0
12841.0,38,27,4906.35,0
12842.0,124,3,1109.73,0
12843.0,2,26,5952.61,0
12844.0,258,2,322.64,0
12845.0,83,4,354.09000000000003,1
12846.0,498,1,15.58,1
12847.0,203,1,765.36,0
12848.0,491,1,208.0,1
12849.0,84,5,2701.03,0
12850.0,261,1,330.0,1
12851.0,293,1,148.95,0
12852.0,110,1,311.55,1
12853.0,55,8,2835.4,0
12854.0,57,6,2465.09,0
12855.0,188,4,612.84,1
12857.0,26,6,3688.0,1
12858.0,199,1,147.27,1
12859.0,274,1,575.1,1
12860.0,509,1,54.22,1
12861.0,435,1,68.25,1
12862.0,241,2,984.62,1
12863.0,195,5,2271.35,0
12864.0,324,1,152.45,0
12865.0,194,2,1755.24,0
12866.0,99,3,1227.35,1
12867.0,30,10,5549.31,0
12868.0,1,8,2043.76,1
12869.0,497,1,337.66999999999996,1
12870.0,191,3,1676.95,1
12871.0,23,2,495.38,0
12872.0,142,12,3283.96,1
12873.0,98,3,2027.3,1
12874.0,201,2,948.42,1
12875.0,178,4,1307.5200000000002,0
12876.0,12,3,2590.2,0
12877.0,16,15,2088.4100000000003,0
12878.0,52,2,854.99,1
12880.0,197,2,640.13,1
12881.0,91,1,298.0,1
12886.0,35,1,775.0,0
12887.0,199,1,222.4,1
12888.0,30,2,354.12,1
12889.0,197,4,385.46000000000004,1
12890.0,203,1,329.3,0
12891.0,1,11,840.5,1
12892.0,212,1,263.38,1
12894.0,391,1,157.35,1
12897.0,20,4,514.25,1
12898.0,279,2,296.21,1
12899.0,229,1,366.4,1
12900.0,238,1,340.33000000000004,1
12901.0,0,12,8061.8,0
12902.0,80,1,138.68,1
12903.0,244,1,833.5300000000001,1
12905.0,392,2,1018.42,1
12907.0,211,2,508.91,1
12908.0,128,4,1344.0,0
12909.0,17,6,2452.89,0
12910.0,13,8,3863.98,0
12911.0,367,1,1651.72,1
12913.0,98,11,4666.0,0
12914.0,216,1,223.98,1
12915.0,188,3,811.1,0
12916.0,17,6,3786.36,0
12917.0,216,5,3765.2,0
12918.0,442,1,10953.5,1
12920.0,387,3,323.86,0
12921.0,0,52,24717.47,0
12923.0,206,2,597.6,0
12924.0,14,11,2190.97,0
12925.0,408,1,35.28,0
12926.0,227,4,1523.97,1
12927.0,210,1,197.31,1
12928.0,57,9,3022.23,0
12929.0,127,1,117.85,1
12931.0,19,49,54212.08,0
12932.0,355,8,1698.56,1
12933.0,99,6,1139.85,0
12934.0,552,1,181.65,1
12935.0,19,10,2949.39,0
12937.0,13,7,2021.57,0
12939.0,89,15,20911.32,0
12941.0,540,1,377.49,1
12942.0,13,2,396.52000000000004,0
12943.0,374,2,496.5,1
12944.0,170,1,286.95,0
12945.0,104,2,900.11,1
12946.0,252,1,324.45,1
12947.0,50,3,1035.27,0
12948.0,30,5,1138.74,0
12949.0,22,17,13610.18,0
12951.0,20,13,2774.53,0
12953.0,338,1,498.96,0
12954.0,454,1,162.45,1
12955.0,19,3,697.42,0
12956.0,122,4,521.89,1
12957.0,2,9,6404.72,0
12958.0,216,2,467.34,1
12959.0,300,1,150.95,1
12960.0,229,4,1322.0700000000002,1
12961.0,195,1,211.99,1
12963.0,181,5,1744.96,0
12964.0,253,1,132.24,1
12967.0,174,3,2938.52,1
12969.0,418,1,122.45,1
12970.0,138,8,1071.93,0
12971.0,6,71,9374.03,0
12972.0,229,4,1161.2,1
12973.0,229,1,385.55,1
12974.0,13,2,408.95,1
12975.0,252,6,2100.09,1
12976.0,27,8,3156.38,1
12977.0,317,3,474.64,0
12978.0,201,5,2502.82,1
12979.0,545,1,517.7,1
12980.0,3,19,14329.86,0
12982.0,58,8,2744.81,1
12983.0,414,1,490.08,1
12986.0,244,10,2729.84,1
12987.0,13,4,1057.81,0
12988.0,108,1,505.82,1
12989.0,16,25,9955.58,0
12990.0,1,6,809.9,0
12991.0,205,1,261.06,0
12992.0,541,1,93.35,1
12993.0,23,6,1020.17,0
12994.0,84,1,352.6,0
12996.0,191,1,355.5,1
12997.0,52,6,1492.49,0
12998.0,308,3,920.08,1
12999.0,12,3,455.88,1
13000.0,75,3,956.1800000000001,0
13001.0,0,30,22069.18,0
13002.0,134,3,414.13,1
13003.0,30,1,59.050000000000004,0
13004.0,30,25,8442.96,0
13005.0,62,3,807.63,0
13007.0,395,1,175.25,1
13008.0,139,3,612.13,1
13009.0,488,1,234.0,1
13010.0,190,2,330.12,1
13011.0,188,1,50.550000000000004,1
13012.0,29,6,2018.38,0
13013.0,28,20,8658.78,0
13014.0,36,4,3242.83,0
13015.0,13,10,5003.18,0
13018.0,12,18,6159.42,0
13019.0,195,6,1229.95,1
13020.0,378,2,618.96,1
13021.0,31,11,3035.86,0
13022.0,245,1,65.3,1
13023.0,344,1,759.13,0
13024.0,286,2,555.87,1
13025.0,547,1,323.39,1
13026.0,36,6,1001.44,0
13027.0,49,16,14167.2,0
13029.0,169,3,1062.3,0
13030.0,184,1,402.36,0
13031.0,223,5,3292.84,1
13032.0,208,7,1805.78,0
13033.0,173,2,220.55,1
13034.0,185,2,279.91,0
13035.0,76,2,775.32,0
13036.0,500,1,307.1,1
13037.0,35,11,3611.2000000000003,0
13038.0,106,1,395.1,0
13039.0,400,4,1010.73,1
13041.0,266,4,799.13,1
13042.0,414,3,1488.59,1
13043.0,89,1,516.42,1
13044.0,107,11,4848.05,1
13045.0,217,2,503.64,0
13046.0,82,2,517.66,0
13047.0,35,20,6862.67,0
13048.0,54,7,3153.14,0
13049.0,134,3,905.34,0
13050.0,1,28,9608.79,0
13051.0,394,2,155.8,1
13052.0,28,7,3119.33,1
13053.0,437,1,127.65,1
13055.0,29,2,1451.56,0
13056.0,367,1,209.48,1
13057.0,346,3,709.59,1
13059.0,65,10,2291.77,1
13060.0,69,1,307.53000000000003,1
13062.0,7,1,346.98,1
13063.0,296,1,188.4,1
13064.0,143,3,764.55,0
13065.0,189,5,1055.05,1
13067.0,225,2,393.05,0
13068.0,135,1,165.0,0
13069.0,5,29,7531.77,0
13070.0,8,4,751.7,1
13071.0,428,1,129.22,1
13072.0,82,1,177.15,1
13073.0,227,2,418.08,1
13074.0,327,4,1378.74,1
13076.0,273,1,135.4,1
13077.0,106,10,2588.82,0
13078.0,16,41,20857.28,0
13079.0,233,1,199.08,0
13080.0,217,3,222.65,0
13081.0,33,24,42964.5,0
13082.0,51,17,5682.3,0
13083.0,241,1,91.67999999999999,0
13084.0,307,1,122.39999999999999,1
13085.0,111,7,2295.3,0
13086.0,198,1,439.33000000000004,1
13087.0,542,1,313.64,1
13088.0,233,1,236.11,1
13089.0,1,160,84122.0,0
13090.0,54,17,7292.5199999999995,0
13091.0,545,2,1976.0,0
13092.0,27,11,2102.2,0
13093.0,91,55,54144.25,1
13094.0,7,9,1375.2,0
13096.0,210,1,419.7000000000001,1
13097.0,49,23,10323.04,0
13098.0,1,9,7734.97,0
13101.0,50,4,695.4,1
13102.0,14,28,8725.17,0
13103.0,253,2,465.70000000000005,0
13104.0,83,5,824.3399999999999,0
13105.0,252,1,72.0,1
13106.0,229,1,526.96,0
13107.0,149,6,4288.29,0
13108.0,188,2,748.46,1
13109.0,367,1,347.49,0
13110.0,73,8,2201.29,0
13111.0,534,1,321.88000000000005,1
13112.0,357,1,20.599999999999998,1
13113.0,8,29,14840.27,0
13114.0,546,1,234.38,1
13115.0,0,7,4078.4700000000003,0
13117.0,33,16,2022.12,0
13118.0,24,7,2017.3,0
13119.0,484,1,134.9,1
13120.0,54,1,30.6,1
13121.0,85,1,283.73,1
13122.0,56,1,903.6700000000001,0
13123.0,288,2,506.75,1
13124.0,68,3,3401.8,0
13125.0,339,1,148.62,1
13126.0,69,10,2752.59,0
13128.0,447,1,263.5,1
13129.0,268,2,233.25,1
13131.0,3,5,2565.37,0
13132.0,77,1,77.3,1
13133.0,89,3,200.45,1
13134.0,50,4,1207.3500000000001,0
13135.0,12,2,3371.45,1
13136.0,28,9,4241.41,0
13137.0,68,10,4831.09,0
13138.0,56,3,698.47,0
13139.0,31,3,4308.06,0
13140.0,182,3,790.71,0
13141.0,30,16,6668.36,0
13143.0,400,1,405.1,1
13144.0,148,2,135.35,1
13145.0,188,4,805.0,0
13148.0,48,20,6593.9400000000005,0
13149.0,105,1,376.74,0
13150.0,300,3,449.96999999999997,1
13151.0,111,3,2465.21,1
13152.0,233,7,2146.38,1
13154.0,215,3,1624.84,1
13155.0,142,4,967.9200000000001,0
13156.0,201,3,1586.54,1
13157.0,57,7,4444.08,0
13158.0,134,2,563.53,0
13161.0,129,2,472.13,1
13162.0,0,15,8892.64,0
13163.0,426,1,17.65,1
13164.0,385,2,372.2,1
13165.0,167,2,784.32,0
13166.0,99,2,875.93,1
13167.0,206,1,333.82,0
13168.0,15,4,1494.2,0
13169.0,68,2,632.4000000000001,0
13171.0,115,1,140.35,0
13172.0,216,1,69.6,1
13173.0,183,10,2212.11,0
13174.0,132,11,7286.6,0
13175.0,398,2,831.45,1
13177.0,246,1,229.75,0
13178.0,19,15,11052.92,0
13179.0,434,1,572.3100000000001,1
13180.0,423,1,86.10000000000001,1
13181.0,197,1,359.69,1
13183.0,24,9,4605.4800000000005,0
13184.0,0,5,919.97,0
13185.0,83,1,71.4,1
13187.0,153,4,341.36,1
13190.0,360,3,570.66,1
13191.0,474,1,164.69,1
13192.0,21,5,2110.96,0
13194.0,237,1,412.08,0
13195.0,230,1,136.73,1
13196.0,78,4,1783.19,0
13197.0,425,1,373.01000000000005,1
13198.0,65,5,3660.7400000000002,0
13199.0,13,45,9887.25,0
13201.0,318,4,1233.06,1
13202.0,210,7,1580.3,1
13203.0,58,7,1944.5,0
13204.0,547,1,966.6600000000001,1
13205.0,259,1,2803.2,1
13206.0,216,13,8308.19,1
13207.0,267,2,285.6,0
13208.0,22,6,1452.61,0
13209.0,43,8,4980.34,0
13211.0,177,8,1634.05,0
13213.0,15,8,2746.2200000000003,0
13214.0,233,7,3264.23,1
13215.0,218,1,81.6,1
13216.0,83,1,333.74,1
13217.0,471,1,132.5,0
13219.0,434,1,76.23,1
13220.0,1,4,1243.29,0
13221.0,56,2,847.41,1
13222.0,393,1,88.5,1
13223.0,16,6,969.12,1
13225.0,12,13,13538.11,0
13226.0,89,2,312.46,1
13227.0,17,1,257.7,1
13229.0,41,1,160.95,1
13230.0,17,25,5128.01,0
13232.0,12,3,674.9,0
13233.0,152,3,875.58,0
13234.0,488,2,346.5,1
13235.0,28,1,1031.07,1
13237.0,203,1,643.0,1
13238.0,176,3,397.05,0
13239.0,77,5,1594.69,1
13240.0,73,6,1254.55,0
13241.0,227,1,112.53,1
13242.0,29,6,533.0,0
13243.0,19,5,1220.38,1
13245.0,248,1,558.72,0
13246.0,22,9,3016.27,0
13248.0,5,1,387.47,0
13249.0,77,7,1189.36,0
13250.0,276,2,253.09,1
13251.0,218,1,252.68,1
13252.0,210,2,399.3,1
13253.0,155,3,2397.19,0
13254.0,192,1,51.41,1
13255.0,189,2,504.95,0
13257.0,252,1,149.75,1
13258.0,21,3,535.47,0
13259.0,213,8,1119.36,0
13261.0,84,2,944.1,1
13262.0,79,3,573.45,1
13263.0,7,19,4679.67,0
13264.0,258,1,722.5600000000001,1
13265.0,61,2,1124.88,0
13266.0,1,13,4127.21,0
13267.0,15,28,7118.46,0
13268.0,14,5,1810.34,0
13269.0,34,18,5239.32,0
13270.0,182,1,590.0,1
13274.0,225,1,360.85,1
13275.0,199,2,238.86,1
13276.0,213,3,1300.98,0
13277.0,196,3,264.9,0
13278.0,215,3,893.12,0
13280.0,132,6,2177.83,0
13281.0,255,1,350.85,1
13282.0,36,2,525.75,0
13283.0,1,3,305.2,0
13284.0,146,1,201.19,1
13285.0,42,4,1828.74,0
13286.0,416,1,734.91,1
13287.0,419,3,781.59,1
13288.0,259,5,927.61,1
13289.0,539,1,307.95,1
13290.0,254,1,208.63,1
13291.0,230,10,2909.68,0
13292.0,100,4,665.14,0
13293.0,208,6,1192.94,1
13294.0,5,3,1689.53,1
13295.0,175,4,1101.97,1
13296.0,239,5,705.11,0
13297.0,201,3,2278.77,0
13299.0,84,3,1218.7,1
13300.0,204,2,913.62,0
13301.0,38,2,327.77,0
13302.0,342,1,95.45,0
13303.0,216,1,61.72,1
13304.0,167,4,1217.99,1
13305.0,61,10,2255.8,0
13306.0,246,1,53.65,1
13307.0,303,2,258.34,0
13308.0,19,2,1099.81,0
13309.0,22,3,796.22,0
13310.0,22,4,1226.82,0
13312.0,267,1,124.75,1
13313.0,31,9,2499.7400000000002,0
13315.0,505,1,310.26000000000005,1
13316.0,70,7,8830.37,0
13317.0,14,18,5526.391,0
13319.0,2,45,15487.57,0
13320.0,29,4,1188.01,0
13324.0,19,15,7190.51,0
13326.0,248,1,281.76,1
13327.0,1,17,7379.06,0
13328.0,132,1,1308.48,1
13329.0,182,7,4323.97,0
13330.0,1,5,2383.39,0
13331.0,217,1,262.4,1
13333.0,227,3,1015.74,1
13334.0,6,4,5408.07,0
13337.0,362,1,1575.26,1
13338.0,357,3,1958.6,0
13339.0,16,1,860.12,1
13340.0,92,6,15042.11,0
13341.0,76,1,775.85,1
13344.0,93,1,1656.15,0
13345.0,103,1,389.5,1
13346.0,278,6,299.4,1
13357.0,73,5,3805.51,1
13358.0,84,1,439.03000000000003,1
13359.0,219,1,603.75,0
13360.0,247,4,1553.65,1
13361.0,288,2,1450.5,1
13362.0,61,5,3884.86,0
13363.0,225,1,731.36,0
13365.0,33,1,700.6,0
13367.0,247,1,510.2,1
13368.0,72,4,1121.5,1
13369.0,181,1,308.28000000000003,1
13370.0,187,1,754.87,1
13371.0,321,2,2297.66,1
13373.0,92,4,5262.64,0
13374.0,230,2,422.8,1
13375.0,260,1,1013.58,0
13376.0,19,2,770.0,0
13377.0,212,2,1552.88,1
13380.0,248,1,62.4,1
13381.0,23,8,5656.41,0
13382.0,96,5,1387.58,1
13383.0,359,1,305.28000000000003,1
13384.0,206,4,2528.9,0
13385.0,145,1,534.57,1
13386.0,230,2,835.46,1
13387.0,233,1,186.94,1
13388.0,419,1,508.55,0
13389.0,48,1,257.89,0
13391.0,19,1,59.8,1
13392.0,493,1,91.14,1
13393.0,399,4,1131.45,1
13394.0,30,14,5037.01,0
13395.0,1,3,1180.23,1
13396.0,135,1,387.27000000000004,0
13397.0,110,7,2249.51,0
13398.0,8,2,670.34,1
13399.0,280,3,275.4,1
13400.0,398,1,310.83,1
13402.0,188,3,913.9,0
13403.0,203,2,154.5,0
13404.0,28,1,217.81,0
13405.0,20,5,1198.81,0
13406.0,243,2,568.92,1
13407.0,394,3,2244.7,1
13408.0,6,70,33562.652,0
13410.0,3,7,1743.94,0
13412.0,436,1,487.35,1
13413.0,455,6,429.44,1
13414.0,112,4,1493.64,0
13415.0,288,4,784.17,1
13416.0,552,1,228.3,0
13417.0,21,5,1264.66,0
13418.0,20,22,8772.83,0
13421.0,106,7,3050.08,0
13423.0,244,1,217.03,1
13424.0,265,1,572.77,1
13425.0,110,3,2167.79,0
13426.0,54,16,5811.08,0
13427.0,31,4,638.4300000000001,0
13428.0,330,2,276.76,0
13431.0,222,6,2047.14,0
13432.0,387,2,439.1,1
13433.0,317,4,658.32,1
13434.0,201,3,1132.6200000000001,0
13435.0,5,3,1081.16,0
13437.0,6,1,1440.9,0
13438.0,363,1,46.5,1
13439.0,71,3,986.61,1
13440.0,239,7,1295.25,1
13441.0,247,1,424.26,0
13442.0,483,3,419.87,1
13443.0,264,6,1273.16,1
13444.0,190,2,619.08,1
13445.0,442,1,241.89999999999998,1
13446.0,246,11,3881.89,1
13448.0,34,11,6634.5,0
